# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 05:36:43 2017
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,st_dist,st_teff,st_mass,st_rad
291,835.47700000,2.140000,0.462000,,11.09000,,,90.00,4445.00,2.17,20.90
292,1143.00000000,1.970000,0.200000,,6.80000,,,28.88,5494.00,0.78,
293,1056.40000000,2.500000,0.260000,,4.40000,,,108.46,4884.00,1.94,8.03
294,825.90000000,1.820000,0.030000,,4.51000,,,32.73,6557.00,1.18,1.45
295,324.00000000,0.920000,0.460000,,2.83000,,,37.42,6576.60,1.40,1.50
296,663.20000000,1.240000,0.140000,,0.36000,,,15.90,4462.00,0.58,0.53
297,1818.00000000,2.440000,0.200000,,0.93000,,,15.90,4462.00,0.58,0.53
298,610.20000000,1.600000,0.280000,,6.30000,,,101.63,4181.00,1.49,25.11
299,937.70000000,1.650000,0.230000,,1.24000,,,28.04,4804.00,0.68,
300,3827.00000000,5.160000,0.250000,,0.48000,,,20.48,5729.00,1.36,
301,1114.00000000,2.110000,0.167000,,0.95000,,,35.00,5821.00,1.00,
302,83.91510000,0.353000,0.335400,,10.98000,1.110,,40.57,5673.00,0.83,1.24
303,493.70000000,1.160000,0.144000,,1.10000,,,20.40,5135.00,0.85,
304,1627.50000000,2.708000,0.370000,,4.21000,,,51.70,6055.00,1.24,1.33
305,223.60000000,0.721000,0.240000,,0.36000,,,51.70,6055.00,1.24,1.33
306,670.00000000,1.780000,0.054000,,2.10000,,,110.62,4951.00,1.58,4.60
307,2597.00000000,3.790000,0.144000,,1.88000,,,33.01,5724.00,1.08,
308,433.70000000,1.080000,0.190000,,6.50000,,,231.50,4312.50,0.90,27.30
309,25.82700000,0.176000,0.420000,,0.17800,,,38.02,5990.00,1.08,
310,6.13350000,0.070000,0.309000,,2.13000,,,88.57,5600.00,1.23,
311,1945.00000000,3.160000,0.041000,,0.62200,,,33.98,5349.00,1.12,
312,37.91000000,0.229000,0.300000,,0.07880,,,33.98,5349.00,1.12,
313,711.00000000,1.930000,0.400000,,6.54000,,,66.49,4970.00,1.91,10.09
314,2082.00000000,4.300000,0.660000,,4.50000,,,97.66,4892.00,2.39,9.12
315,63.33000000,0.330000,0.030000,,1.22000,,,44.37,6075.00,1.18,
316,58.83000000,0.297000,0.070000,,2.98000,,,51.10,5920.00,1.01,
317,9.67370000,0.080900,0.000000,,0.04100,,,27.45,,,
318,559.40000000,1.370000,0.460000,,3.00000,,,52.83,5900.00,1.09,
319,4.15470000,0.050000,0.270000,,0.05800,,,52.83,5900.00,1.09,
320,3008.00000000,4.200000,0.280000,,7.20000,,,52.83,5900.00,1.09,
321,133.60000000,0.540000,0.040000,,2.90000,,,158.40,4835.80,1.20,9.20
322,262.70900000,0.807900,0.376800,,2.17600,,,37.16,5748.00,1.02,1.11
323,1708.00000000,2.814500,0.031000,,1.81200,,,37.16,5748.00,1.02,1.11
324,1244.00000000,2.350000,0.410000,,0.38000,,,68.35,5585.00,1.15,1.09
325,453.01900000,1.084000,0.303000,30.000,1.76900,,,16.52,,0.83,0.76
326,921.53800000,1.740000,0.159000,55.950,3.78900,,,16.52,,0.83,0.76
327,298.20000000,0.870000,0.570000,,0.89000,,,26.03,4875.00,0.65,0.85
328,1840.00000000,2.900000,0.700000,,1.60000,,,67.61,,0.99,
329,10.70871000,0.092500,0.029000,,1.15000,,,29.76,5387.00,0.92,0.85
330,883.00000000,2.090000,0.163000,,2.20000,,,121.36,4927.00,1.61,4.30
331,1951.00000000,3.170000,0.638000,,18.15000,,,57.21,5886.00,1.10,1.16
332,471.60000000,1.850000,0.270000,,14.00000,,,300.30,,,
333,974.00000000,1.980000,0.340000,,5.61000,,,70.97,,,
334,1544.00000000,2.620000,0.220000,,1.49000,,,98.52,,,
335,649.00000000,1.440000,0.330000,,1.42000,,,47.00,5799.00,0.95,
336,3568.00000000,4.490000,0.490000,,0.42000,,,47.00,5799.00,0.95,
337,5769.00000000,6.150000,0.610000,,2.50000,,,47.00,5805.00,0.93,
338,258.19000000,0.810000,0.233000,,1.59000,,,22.20,5585.00,1.10,1.25
339,5000.00000000,5.800000,0.120000,,0.82000,,,22.20,5585.00,1.10,1.25
340,464.30000000,1.320000,0.255000,,2.00000,,,106.38,5071.00,1.33,3.40
341,330.00000000,0.890000,0.360000,,0.22300,,,38.45,5240.00,0.86,0.82
342,19.38200000,0.154000,0.020000,,0.86500,,,66.89,6255.00,1.29,1.67
343,931.00000000,2.030000,0.120000,,5.13000,,,66.89,6255.00,1.29,1.67
344,4218.00000000,5.150000,0.020000,,1.88000,,,45.52,5829.00,1.02,1.23
345,1125.70000000,2.360000,0.100000,,9.76000,,,121.36,4700.00,1.35,11.47
346,1455.00000000,3.400000,0.533000,,7.80000,,,163.40,4815.00,2.40,12.40
347,94.44000000,0.415000,0.040000,,0.45100,,,36.20,5600.00,1.07,
348,201.99000000,0.689000,0.048000,,1.33000,,,36.20,5600.00,1.07,
349,1069.80000000,2.090000,0.074000,,1.18000,,,36.20,5600.00,1.07,
350,5000.00000000,5.000000,0.260000,,0.66000,,,36.20,5600.00,1.07,
351,653.22000000,1.487700,0.410000,,9.31600,,,33.46,5879.00,1.03,0.99
352,349.70000000,1.020000,0.170000,,1.25000,,,25.64,6245.00,1.23,1.47
353,6005.00000000,6.800000,0.210000,,5.30000,,,25.64,6245.00,1.23,1.47
354,1928.00000000,3.030000,0.530000,,5.10000,,,35.87,5499.00,0.99,
355,1299.00000000,2.770000,0.090000,,1.90000,,,106.38,4878.00,1.69,5.20
356,386.30000000,1.050000,0.500000,,1.62000,,,34.57,6045.00,1.03,
357,2.19740000,0.037900,0.070000,,1.21000,,,48.70,6380.00,1.51,
358,1046.20000000,1.980000,0.193000,,3.48000,,,65.66,5505.00,0.95,0.99
359,103.95000000,0.450000,0.307000,,5.76000,,,55.19,6046.00,1.12,1.14
360,176.30000000,0.760000,0.112000,,2.90000,,,126.10,4757.00,1.90,9.90
361,2730.00000000,4.600000,0.053000,,2.28000,,,,,1.75,5.38
362,5.77152000,0.063400,0.172000,,0.02026,,,23.44,5765.00,1.02,
363,13.50520000,0.111700,0.305000,,0.01759,,,23.44,5765.00,1.02,
364,44.23600000,0.238800,0.468600,,2.12000,,,42.96,5441.00,0.93,
365,1008.00000000,1.922000,0.133000,,6.56000,,,42.96,5441.00,0.93,
366,528.40000000,1.320000,0.260000,,1.21000,,,12.87,5883.00,1.11,
367,116.59600000,0.522000,0.207000,,5.14000,,,104.93,5972.00,1.38,2.29
368,491.54000000,1.360000,0.230000,,2.30000,,,104.93,5972.00,1.38,2.29
369,1027.00000000,2.450000,0.520000,,0.85000,,,53.05,6308.00,1.22,1.21
370,331.50000000,0.930000,0.160000,,0.96000,,,59.28,,,
371,2.87589110,,,84.550,0.36800,0.813,0.85000,78.86,6160.00,1.34,1.54
372,4.08800000,0.052000,0.080000,,1.36000,,,63.49,5730.00,1.10,
373,431.80000000,1.310000,0.101000,,3.10000,,,167.50,5049.00,1.61,4.50
374,5894.00000000,6.700000,0.380000,,2.71000,,,27.23,5961.00,1.17,0.96
375,2899.00000000,3.980000,0.520000,,2.18000,,,83.33,5726.00,1.10,1.15
376,689.00000000,1.480000,0.074000,,1.50000,,,182.82,5155.00,0.93,4.80
377,499.40000000,1.280000,0.340000,,2.73000,,,51.87,6076.00,1.12,1.34
378,3342.00000000,4.190000,0.044000,,0.94700,,,18.06,,,
379,163.96700000,0.590000,0.600000,,4.73000,,,64.77,5655.00,1.08,1.44
380,408.60000000,1.291000,0.460000,,2.24000,,,68.54,5605.00,1.72,1.76
381,3452.00000000,5.360000,0.060000,,2.58000,,,68.54,5605.00,1.72,1.76
382,818.80000000,2.000000,0.040000,,2.60000,,,75.13,4960.00,1.69,5.03
383,194.30000000,0.640000,0.170000,,0.85000,,,43.40,,,
384,391.90000000,1.020000,0.160000,,0.82000,,,43.40,,,
385,131.05000000,0.495000,0.708000,,9.71000,,,35.37,5453.00,0.93,
386,842.20000000,1.880000,0.220000,,0.74000,,,55.10,5900.00,1.25,2.16
387,4.64550000,0.050000,0.000000,,0.01300,,,24.05,,,
388,359.55460000,1.096000,0.847850,,10.57000,,,49.00,5969.00,1.35,2.12
389,521.00000000,1.520000,0.291000,,1.80000,,,114.15,4897.00,1.65,4.80
390,12.62000000,0.110000,0.020000,,1.13000,,,68.59,6123.00,1.12,1.12
391,248.40000000,0.800000,0.075000,,1.90000,,,68.59,6123.00,1.12,1.12
392,1178.40000000,2.250000,0.010000,,2.10000,,,52.72,5558.00,1.09,
393,352.30000000,1.000000,0.150000,,0.73000,,,52.72,5558.00,1.09,
394,577.90000000,1.480000,0.078000,,0.96000,,,84.60,4757.00,1.31,3.80
395,2111.00000000,3.520000,0.098000,,3.48000,,,84.60,4757.00,1.31,3.80
396,643.25000000,1.497000,0.128000,,1.08000,,,15.28,5807.00,1.08,
397,4205.80000000,5.235000,0.098500,,1.81400,,,15.28,5807.00,1.08,
398,9.63860000,0.090940,0.172000,,0.03321,,,15.28,5807.00,1.08,
399,310.55000000,0.921000,0.066600,,0.52190,,,15.28,5807.00,1.08,
400,75.52300000,0.363000,0.252000,,0.26000,,,35.91,5794.00,1.12,
401,995.40000000,2.148000,0.637000,,4.77000,,,59.84,6022.00,1.34,
402,8.42819800,0.074000,0.277000,,14.40000,,,31.26,4830.00,0.75,
403,75.29000000,0.360000,0.730000,,0.77000,,,69.44,5543.00,1.09,1.63
404,1314.00000000,2.420000,0.120000,,2.29000,,,69.44,5543.00,1.09,1.63
405,17.24000000,0.140000,0.200000,,0.06960,,,25.54,,1.20,
406,282.40000000,0.875000,0.260000,,0.48000,,,51.81,5922.00,1.13,1.06
407,40.00000000,0.230000,0.088000,,0.05078,,,28.93,5790.00,0.99,
408,606.40000000,1.300000,0.240000,,2.70000,,,37.98,,0.80,
409,1201.10000000,2.115000,0.126000,,0.33855,,,22.13,5293.00,0.87,1.00
410,75.76500000,0.335100,0.220000,,0.04059,,,22.13,5293.00,0.87,1.00
411,434.50000000,1.130000,0.200000,,2.89000,,,64.98,5426.00,1.02,0.95
412,270.00000000,0.940000,0.630000,,6.43000,,,110.62,6317.00,1.50,1.93
413,5144.00000000,5.420000,0.734000,,3.53000,,,42.99,5127.00,0.81,
414,420.77000000,1.320000,0.089000,,1.70000,,,50.00,4943.00,1.50,4.50
415,58.11247000,0.293100,0.528830,,7.65900,,,37.88,5491.00,0.99,1.51
416,1749.83000000,2.837300,0.211300,,17.19300,,,37.88,5491.00,0.99,1.51
417,6.40400000,0.065900,0.107000,,0.24800,,,43.12,5564.00,0.93,
418,533.00000000,1.300000,0.640000,,6.10000,,,7.01,4393.00,1.09,16.70
419,225.62000000,0.810000,0.310000,,2.88000,,,36.32,6299.00,1.40,
420,2102.00000000,3.600000,0.330000,,4.04000,,,36.32,6299.00,1.40,
421,1145.00000000,2.100000,0.110000,,0.67000,,,64.98,5810.00,1.14,1.22
422,359.90000000,,0.166000,,4.60000,,,,4650.00,2.30,
423,550.00000000,1.320000,0.590000,,1.98000,,,90.00,5663.00,0.99,1.95
424,1523.00000000,2.540000,0.400000,,2.60000,,,44.05,5467.00,0.94,
425,21.21663000,0.161400,0.681900,87.890,3.22000,1.020,3.78000,75.00,6100.00,1.24,1.44
426,323.60000000,1.160000,0.210000,,2.70000,,,134.95,4683.00,2.00,13.50
427,1290.00000000,2.400000,0.540000,,7.80000,,,67.02,,1.10,
428,297.30000000,1.030000,0.330000,,0.61000,,,127.55,5060.00,1.65,3.80
429,29.01000000,,0.110000,,0.02825,,,45.27,5392.00,0.71,0.70
430,623.80000000,1.420000,0.130000,,0.87000,,,44.50,5904.00,0.98,1.18
431,44.50500000,0.246000,0.059300,,0.04751,,,17.17,,1.00,
432,406.60000000,1.221800,0.009000,,1.49000,,,59.03,4949.00,1.47,2.62
433,110.90000000,0.513700,0.300000,,0.15000,,,59.03,4949.00,1.47,2.62
434,71.48400000,0.339000,0.114000,,7.03000,,,47.00,5668.00,1.01,
435,14.47600000,0.121600,0.115000,,0.08660,,,63.69,5684.00,1.15,1.60
436,3.09251400,0.044300,0.022000,,0.91600,,,27.05,6168.00,1.21,
437,396.03000000,1.400000,0.257000,,22.00000,,,131.75,4917.00,2.60,9.20
438,479.00000000,1.390000,0.090000,,1.60000,,,114.55,5030.00,1.52,4.10
439,562.10000000,1.650000,0.100000,,2.90000,,,110.62,5040.00,1.89,5.12
440,9.37430000,0.080000,0.396000,,0.02400,,,26.15,4962.00,0.78,
441,962.00000000,1.760000,0.280000,,0.64000,,,26.15,4962.00,0.78,
442,2172.00000000,3.000000,0.480000,,0.54000,,,26.15,4962.00,0.78,
443,956.00000000,1.780000,0.260000,,0.37000,,,55.93,5781.00,0.92,1.39
444,626.50000000,1.510000,0.356700,,3.67000,,,52.83,5936.00,1.17,
445,3070.00000000,4.350000,0.239000,,3.57000,,,52.83,5936.00,1.17,
446,6.83800000,0.077000,0.300000,,0.94000,,,47.37,5980.00,1.28,1.88
447,986.00000000,2.050000,0.470000,,0.75000,,,44.98,6075.00,1.22,
448,3.09658280,0.042600,0.010300,,0.52300,,,47.92,5830.00,1.00,
449,3810.00000000,4.890000,0.252000,,1.99000,,,47.92,5830.00,1.00,
450,772.00000000,1.920000,0.120000,,2.70000,,,127.88,5048.00,1.60,4.90
451,461.20000000,1.203000,0.137000,,1.50000,,,52.63,5746.00,1.09,
452,2.21857520,,,,,,,19.25,4875.00,0.85,0.81
453,2915.00000000,4.010000,0.313000,,1.56000,,,15.89,5590.00,0.96,1.13
454,17.11100000,0.130400,0.237000,,0.06000,,,15.89,5590.00,0.96,1.13
455,1038.10000000,2.070000,0.180000,,1.90000,,,54.23,5628.00,1.10,
456,4885.00000000,5.500000,0.570000,,3.10000,,,189.39,5988.00,0.91,1.53
457,1606.30000000,2.800000,0.259000,,8.52000,,,73.47,6010.00,1.14,
458,24.35870000,0.153120,0.008000,,0.73300,,,19.89,4996.00,0.81,0.73
459,74.72000000,0.320000,0.130000,90.000,0.05320,,,8.82,5166.00,0.80,
460,525.80000000,1.180000,0.320000,90.000,0.07600,,,8.82,5166.00,0.80,
461,345.53000000,1.150000,0.129000,,2.40000,,,67.39,5220.00,1.68,3.90
462,18.20132000,0.138800,0.013800,,3.69000,,,37.35,5788.00,1.07,
463,1378.00000000,2.540000,0.228000,,2.90000,,,46.93,5892.00,1.15,
464,3638.00000000,5.020000,0.660000,,6.90000,,,43.57,6017.00,1.29,1.73
465,1333.00000000,2.370000,0.480000,,2.58000,,,32.99,6254.00,1.28,1.31
466,1035.70000000,2.070000,0.220000,,0.79000,,,32.83,,,
467,466.20000000,1.305000,0.063000,,1.37000,,,22.38,6188.00,1.36,
468,613.80000000,1.601000,0.040000,,1.85000,,,68.35,5164.00,1.44,4.30
469,825.00000000,1.950000,0.181000,,0.89500,,,68.35,5164.00,1.44,4.30
470,255.87000000,0.830000,0.435000,90.000,17.40000,,,46.34,5765.00,1.15,
471,1383.40000000,2.550000,0.267000,90.000,2.44000,,,46.34,5765.00,1.15,
472,,487.100000,,,24.09000,,,40.85,,,
473,1120.00000000,2.230000,0.715000,,6.11000,,,89.85,5941.00,1.17,
474,2024.10000000,3.167000,0.094600,,4.28000,,,47.30,5776.00,1.02,
475,34.90500000,0.209900,0.155000,,0.05530,,,47.30,5776.00,1.02,
476,1733.00000000,2.560000,0.370000,,0.26600,,,26.95,5056.00,0.74,0.72
477,279.80000000,0.896000,0.270000,,1.37000,,,90.33,6176.00,1.22,1.33
478,610.00000000,1.680000,0.229000,,2.20000,,,170.07,4874.00,1.56,6.10
479,597.06500000,1.397000,0.956000,,1.43000,,,35.50,5798.00,1.02,1.09
480,161.97000000,0.570000,0.130000,,0.56000,,,55.31,5710.00,0.94,0.90
481,1155.70000000,2.112000,0.270000,,0.73000,,,55.31,5710.00,0.94,0.90
482,18.31500000,0.120700,0.000000,90.000,0.00850,,,6.06,5401.00,0.70,
483,40.11400000,0.203600,0.000000,90.000,0.00760,,,6.06,5401.00,0.70,
484,90.30900000,0.349900,0.000000,90.000,0.01500,,,6.06,5401.00,0.70,
485,147.02000000,0.509000,0.290000,,0.01501,,,6.06,5401.00,0.70,
486,130.08000000,0.524000,0.240000,,0.52000,,,44.00,6067.00,1.13,
487,875.50000000,2.100000,0.080000,,9.90000,,,352.11,4035.00,1.60,51.10
488,380.85000000,0.947000,0.750000,,1.99000,,,48.90,4795.00,0.78,0.79
489,352.70000000,1.050000,0.070000,,1.40000,,,64.68,4860.00,1.25,4.98
490,3.52474859,,,86.929,,1.320,,47.08,,1.10,1.12
491,442.19000000,1.138000,0.476000,,1.29000,,,21.29,5555.00,1.01,
492,354.80000000,1.200000,0.094000,,1.90000,,,55.93,4967.00,1.68,5.10
493,2.24571500,0.036000,0.000000,,0.45000,,,52.72,6256.00,1.27,
494,373.30000000,1.220000,0.111000,,2.30000,,,121.80,5121.00,1.15,5.00
495,951.00000000,2.030000,0.450000,,4.50000,,,40.75,,,
496,1877.00000000,3.180000,0.154000,,19.20000,,,97.47,6215.00,1.22,
497,3.93404000,0.047000,0.160000,,0.02000,,,43.53,5113.00,0.87,
498,567.94000000,1.282000,0.490000,,0.33000,,,43.53,5113.00,0.87,
499,1311.00000000,2.560000,0.070000,,1.26000,,,33.29,5999.00,1.30,
500,1256.00000000,2.320000,0.290000,,1.82000,,,26.52,,1.15,
501,148.60000000,0.609000,0.380000,,1.47000,,,,4639.00,1.36,12.50
502,118.45000000,0.460000,0.370000,,0.65000,,,37.89,,0.90,
503,7.12681600,0.074800,0.126700,,1.39000,,,19.72,5646.00,1.02,
504,4270.00000000,5.320000,0.517000,,2.60000,,,19.72,5646.00,1.02,
505,1319.00000000,2.380000,0.400000,,13.00000,,,54.80,5966.00,1.02,1.27
506,225.70000000,0.687300,0.300000,,0.21000,,,29.94,4820.00,0.85,0.86
507,5501.00000000,6.220000,0.770000,,10.39000,,,29.20,5362.00,1.05,1.91
508,3.09292600,0.038760,0.000000,85.050,0.01491,0.143,6.34000,6.55,4699.00,0.81,0.78
509,6.76458000,0.065300,0.062000,87.280,0.01372,0.135,6.95000,6.55,4699.00,0.81,0.78
510,46.85900000,0.237000,0.138000,,0.05088,0.144,,6.55,4699.00,0.81,0.78
511,22.71700000,0.146300,0.148000,,0.02297,0.117,,6.55,4699.00,0.81,0.78
512,94.20000000,0.375300,0.000000,,0.03400,,,6.55,4699.00,0.81,0.78
513,2247.00000000,3.110000,0.060000,,0.34000,,,6.55,4699.00,0.81,0.78
514,2093.30000000,3.200000,0.400000,,1.00000,,,169.78,4820.00,1.00,2.90
515,3.83488700,0.045000,0.059000,,0.06607,,,77.90,5891.00,1.23,1.69
516,4791.00000000,5.960000,0.811500,,15.10000,,,77.90,5891.00,1.23,1.69
517,672.10000000,1.600000,0.140000,,11.10000,,,289.02,3935.00,1.20,49.70
518,2209.00000000,3.360000,0.160000,,1.06000,,,45.23,5921.00,1.04,1.07
519,3724.70000000,4.940000,0.510000,,1.45000,,,48.43,,,
520,218.47000000,0.740000,0.404000,,3.18000,,,62.50,5960.00,1.13,
521,456.10000000,1.250000,0.080000,,3.09000,,,52.88,6304.00,1.25,
522,1173.00000000,2.306000,0.123000,,1.61000,,,53.59,5620.00,1.19,
523,871.00000000,1.830000,0.080000,,1.56000,,,83.50,4806.00,1.07,4.10
524,3999.00000000,5.100000,0.160000,,1.90000,,,50.45,5765.00,1.13,1.67
525,572.38000000,1.347000,0.725000,,7.75000,,,41.95,5727.00,0.99,
526,1189.10000000,2.280000,0.464000,,5.97000,,,77.76,6097.00,1.34,1.54
527,26.73000000,0.192000,0.050000,,0.71000,,,94.07,6037.00,1.33,1.70
528,528.07000000,1.167000,0.819100,,13.65000,,,31.79,5027.00,0.75,
529,730.60000000,1.596000,0.102000,,2.45000,,,34.60,5927.00,1.01,
530,1214.00000000,2.400000,0.440000,,1.50000,,,89.13,,1.13,
531,141.60000000,0.530000,0.100000,,1.08000,,,108.46,6208.00,1.14,1.35
532,192.00000000,0.747000,0.050000,,6.57500,,,,4791.00,1.50,10.90
533,1561.00000000,2.772000,0.266000,,7.71000,,,52.00,5904.00,1.16,
534,501.75000000,1.160000,0.150000,,5.21000,,,142.86,4297.00,0.82,
535,745.70000000,1.900000,0.400000,,5.30000,,,307.69,4361.00,1.69,32.00
536,3668.00000000,4.920000,0.040000,,4.01000,,,46.51,5853.00,1.18,
537,535.60000000,1.290000,0.350000,,9.40000,,,264.40,4052.50,1.00,38.00
538,1845.00000000,3.020000,0.080000,,0.95000,,,56.05,6160.00,1.09,1.18
539,3.44420000,0.044000,0.000000,,0.48000,,,53.71,5192.00,0.93,
540,428.10000000,1.271000,0.060000,,1.56000,,,18.24,4846.00,1.23,
541,2208.00000000,3.250000,0.120000,,1.45000,,,44.54,5737.00,0.94,1.00
542,18.02000000,0.125000,0.047000,,0.66500,,,42.37,,0.80,
543,36.07000000,0.198000,0.015000,,0.16200,,,42.37,,0.80,
544,5174.00000000,5.448000,0.389000,,5.41500,,,42.37,,0.80,
545,385.90000000,1.032000,0.092000,,5.59000,,,39.60,5546.00,0.98,
546,1116.00000000,2.150000,0.810000,,1.16000,,,54.70,5664.00,1.06,1.48
547,6.08810000,,0.086000,,0.91700,,,42.43,4503.00,0.73,0.66
548,8.78360000,0.066000,0.000000,,0.02600,,,9.42,3679.00,0.45,0.45
549,387.10000000,1.250000,0.168000,,1.70000,,,168.92,5076.00,1.74,6.20
550,1362.30000000,2.280000,0.459000,,2.40000,,,30.60,5560.00,0.85,0.85
551,2443.00000000,3.430000,0.080000,,2.54000,,,56.70,5552.00,0.90,1.00
552,311.60000000,1.200000,0.129000,,1.60000,,,115.21,4844.00,2.54,12.02
553,2524.40000000,3.580000,0.184000,,8.08000,,,54.71,5580.00,0.99,
554,11613.00000000,9.890000,0.220000,,7.60000,,,54.71,5580.00,0.99,
555,1159.20000000,2.315000,0.778000,,1.37300,,,26.50,5994.00,1.23,1.53
556,1684.00000000,2.690000,0.180000,,0.47000,,,57.10,5400.00,0.92,0.91
557,912.00000000,1.800000,0.117000,,1.80000,,,121.07,4982.00,1.35,4.20
558,466.00000000,1.260000,0.300000,,0.50000,,,53.82,5960.00,1.23,1.71
559,0.95964100,0.018150,0.000000,83.400,0.01579,0.152,5.60000,45.80,5261.00,0.86,0.86
560,29.84540000,0.179500,0.267000,89.300,0.03083,0.269,1.97000,45.80,5261.00,0.86,0.86
561,8.50900000,0.077570,0.360000,,0.02171,,,45.80,5261.00,0.86,0.86
562,157.54000000,0.590000,0.010000,,3.04000,,,117.37,4580.00,1.13,10.22
563,2372.00000000,3.410000,0.070000,,0.70000,,,35.24,5727.00,0.94,
564,3.38773000,0.039000,0.000000,,0.62000,,,50.20,5017.00,0.70,
565,326.60000000,1.060000,0.120000,,1.30000,,,136.80,5052.00,1.48,4.20
566,18.17900000,0.145000,0.480000,,0.33000,,,86.88,5995.00,1.24,1.20
567,388.00000000,1.100000,0.340000,,9.10000,,,20.98,6250.00,1.25,
568,551.40000000,1.600000,0.150000,,1.96000,,,100.90,4861.00,1.78,5.29
569,916.00000000,2.240000,0.130000,,1.75000,,,100.90,4861.00,1.78,5.29
570,1056.70000000,2.075000,0.014000,,0.62900,,,45.01,5836.00,1.07,1.38
571,214.67000000,0.718100,0.036000,,0.16800,,,45.01,5836.00,1.07,1.38
572,117.87000000,0.481700,0.027000,,0.09700,,,45.01,5836.00,1.07,1.38
573,49.17500000,0.268700,0.090000,,0.05290,,,45.01,5836.00,1.07,1.38
574,676.80000000,1.543000,0.031000,,0.11900,,,45.01,5836.00,1.07,1.38
575,5700.00000000,6.360000,0.032000,,0.38000,,,45.01,5836.00,1.07,1.38
576,82.46700000,0.389000,0.389000,,3.76000,,,72.50,6060.00,1.15,
577,62.21800000,0.295000,0.596000,,0.22900,,,11.10,5221.00,0.88,
578,154.37800000,0.533640,0.054000,,0.67500,,,33.24,,0.85,
579,885.50000000,1.710000,0.125000,,0.65200,,,33.24,,0.85,
580,1862.00000000,2.807000,0.160000,,0.69600,,,33.24,,0.85,
581,55.01307000,0.283100,0.676700,,2.80200,,,42.88,5448.00,1.00,0.90
582,2720.00000000,3.814000,0.013000,,3.36600,,,42.88,5448.00,1.00,0.90
583,363.20000000,1.020000,0.410000,,0.34000,,,37.78,5998.00,1.08,
584,14.30980000,0.131000,0.257000,,0.83900,,,42.40,5697.00,1.48,
585,2140.20000000,3.712000,0.341000,,13.38000,,,42.40,5697.00,1.48,
586,696.30000000,1.700000,0.000000,,10.70000,,,99.40,5222.00,1.36,2.53
587,2151.00000000,3.380000,0.640500,,10.27000,,,18.21,5950.00,1.10,
588,4.31230000,0.046800,0.200000,,0.01260,,,12.83,4956.00,0.77,
589,9.61840000,0.079900,0.060000,,0.02080,,,12.83,4956.00,0.77,
590,20.43200000,0.132100,0.070000,,0.02990,,,12.83,4956.00,0.77,
591,51.76000000,0.247000,0.020000,,0.01640,,,12.83,4956.00,0.77,
592,197.80000000,0.600000,0.290000,,0.02230,,,12.83,4956.00,0.77,
593,578.60000000,1.400000,0.240000,,2.70000,,,118.48,4869.00,2.00,8.56
594,264.15000000,0.846000,0.252000,,4.01000,,,33.30,6089.00,1.15,
595,963.00000000,,0.740000,,2.54000,,,43.03,5010.00,0.70,
596,1.32830000,,0.081000,,18.37000,,,43.03,,0.40,
597,526.62000000,1.280000,0.903000,,1.56000,,,44.05,5688.00,0.99,
598,857.50000000,1.670000,0.200000,,1.60000,,,37.10,5405.00,0.83,0.82
599,437.05000000,1.173500,0.520000,,1.82000,,,77.82,5702.00,1.13,
600,6700.00000000,6.950000,0.240000,,2.17000,,,77.82,5702.00,1.13,
601,828.00000000,1.650000,0.052000,,0.80400,,,32.70,5600.00,0.87,
602,149.61000000,0.554000,0.190000,,0.04531,,,23.50,5727.00,1.01,1.00
603,15.56000000,0.115000,0.000000,,0.04420,,,21.85,5685.00,0.83,
604,356.00000000,1.190000,0.041000,,2.30000,,,131.41,5035.00,1.72,4.90
605,327.80000000,0.920000,0.830000,,0.60000,,,56.30,5508.00,0.96,1.00
606,36.96000000,0.240000,0.140000,,2.49000,,,93.20,6200.00,1.38,
607,472.30000000,1.190000,0.610000,,0.58000,,,50.40,5752.00,1.00,1.32
608,963.60000000,1.920000,0.778000,,1.79000,,,48.95,5616.00,1.02,
609,226.93000000,0.681300,0.168400,,0.18720,,,32.58,,,
610,342.85000000,0.897200,0.097400,,0.65790,,,32.58,,,
611,43.60000000,0.230000,0.380000,,0.47000,,,36.14,5312.00,0.83,
612,3.02357300,0.039800,0.063000,,0.22600,,,33.41,5285.00,0.92,
613,4.08450000,0.050000,0.038000,,0.07167,,,37.84,5675.00,0.99,
614,1353.60000000,2.395000,0.249000,,0.35061,,,37.84,5675.00,0.99,
615,360.20000000,1.190000,0.130000,,2.37000,,,56.50,4959.00,1.74,5.40
616,2732.00000000,4.600000,0.230000,,2.37000,,,56.50,4959.00,1.74,5.40
617,712.13000000,1.930000,0.200000,,7.32000,,,121.36,4424.00,0.91,22.39
